text,ade,meddra,level
"depression, general malaise, nausea, taste loss, insomnia, hair loss, bronchitis and/or flu 3 times during winter and 1-2 times during summer, abdominal pain, muscle spasmns in legs and left arm, back pain.",muscle spasmns in left arm,cramp of limb,LLT
"after taking it for 3-4 months i had terrible pains in knee, ankle, big toe.",comfortably couldn't walk,walking difficulty,LLT
"after taking it for 3-4 months i had terrible pains in knee, ankle, big toe.",weird symptoms (eg. popping) in knee,joint clicking,LLT
"after taking it for 3-4 months i had terrible pains in knee, ankle, big toe.",weird symptoms (eg. popping) in big toe joints,joint clicking,LLT
"after taking it for 3-4 months i had terrible pains in knee, ankle, big toe.",pain,pain,PT
"after taking it for 3-4 months i had terrible pains in knee, ankle, big toe.",terrible pains in knee,knee pain,LLT
"after taking it for 3-4 months i had terrible pains in knee, ankle, big toe.",terrible pains in big toe,pain in toe,LLT
"after taking it for 3-4 months i had terrible pains in knee, ankle, big toe.",comfortably couldn't sleep,difficulty sleeping,LLT
"after taking it for 3-4 months i had terrible pains in knee, ankle, big toe.",terrible pains in ankle,pain ankle,LLT
pain in knee and foot.,pain in foot,foot pain,LLT
pain in knee and foot.,pain in knee,knee pain,LLT
terrible pain in hips and shoulders.,pain in my shoulders,shoulder pain,LLT
terrible pain in hips and shoulders.,pain bad,pain,PT
terrible pain in hips and shoulders.,terrible pain in shoulders,shoulder pain,LLT
terrible pain in hips and shoulders.,pain,pain,PT
terrible pain in hips and shoulders.,terrible pain in hips,pain in hip,LLT
terrible pain in hips and shoulders.,pain in my hip,pain in hip,LLT
"mostly tingling/burning in arms and legs and back of neck, some lightheadedness, some memory loss, some chest pain, pain in shoulder-feels like arm pulled out of socket.",tingling in back of neck,pins and needles,LLT
"mostly tingling/burning in arms and legs and back of neck, some lightheadedness, some memory loss, some chest pain, pain in shoulder-feels like arm pulled out of socket.",tingling in legs,paraesthesia lower limb,LLT
"mostly tingling/burning in arms and legs and back of neck, some lightheadedness, some memory loss, some chest pain, pain in shoulder-feels like arm pulled out of socket.",memory loss,amnesia,PT
"mostly tingling/burning in arms and legs and back of neck, some lightheadedness, some memory loss, some chest pain, pain in shoulder-feels like arm pulled out of socket.",chest pain,chest pain,PT
"mostly tingling/burning in arms and legs and back of neck, some lightheadedness, some memory loss, some chest pain, pain in shoulder-feels like arm pulled out of socket.",burning in arms,pain burning,LLT
"mostly tingling/burning in arms and legs and back of neck, some lightheadedness, some memory loss, some chest pain, pain in shoulder-feels like arm pulled out of socket.",pain in shoulder-feels like arm pulled out of socket,shoulder pain,LLT
"mostly tingling/burning in arms and legs and back of neck, some lightheadedness, some memory loss, some chest pain, pain in shoulder-feels like arm pulled out of socket.",lightheadedness,lightheadedness,LLT
"mostly tingling/burning in arms and legs and back of neck, some lightheadedness, some memory loss, some chest pain, pain in shoulder-feels like arm pulled out of socket.",burning in legs,pain burning,LLT
"mostly tingling/burning in arms and legs and back of neck, some lightheadedness, some memory loss, some chest pain, pain in shoulder-feels like arm pulled out of socket.",in arms tingling,pins and needles,LLT
"mostly tingling/burning in arms and legs and back of neck, some lightheadedness, some memory loss, some chest pain, pain in shoulder-feels like arm pulled out of socket.",burning in back of neck,pain burning,LLT
severe cramps in toes.,tingling in toes and feet,pins and needles,LLT
severe cramps in toes.,feet sore,foot pain,LLT
severe cramps in toes.,pain in toes and feet,foot pain,LLT
severe cramps in toes.,severe cramps in toes,foot cramps,LLT
severe cramps in toes.,insomnia,insomnia,PT
severe cramps in toes.,swollen feet,swelling of feet,LLT
severe cramps in toes.,constipation,constipation,PT
severe cramps in toes.,pain in toes and feet,pain in toe,LLT
"made a big improvement in cholesterol and triglycerides, but in the three years i've been on it have had extreme fatigue, muscle weakness, depression.",muscle weakness,muscle weakness,LLT
"made a big improvement in cholesterol and triglycerides, but in the three years i've been on it have had extreme fatigue, muscle weakness, depression.",depression,depression,PT
"made a big improvement in cholesterol and triglycerides, but in the three years i've been on it have had extreme fatigue, muscle weakness, depression.",chronic elbow pain in both arms,pain in elbow,LLT
"made a big improvement in cholesterol and triglycerides, but in the three years i've been on it have had extreme fatigue, muscle weakness, depression.",extreme fatigue,asthenia,PT
"skipping heart beats, fast and slow heartbeat, leg pain, chest pain, extreme tiredness, depression, severe arrythmias.",extreme tiredness,fatigue,PT
"skipping heart beats, fast and slow heartbeat, leg pain, chest pain, extreme tiredness, depression, severe arrythmias.",fast and slow heartbeat,tachycardia,PT
"skipping heart beats, fast and slow heartbeat, leg pain, chest pain, extreme tiredness, depression, severe arrythmias.",chest pain,chest pain,PT
"skipping heart beats, fast and slow heartbeat, leg pain, chest pain, extreme tiredness, depression, severe arrythmias.",severe arrythmias,cardiac arrhythmia,LLT
"skipping heart beats, fast and slow heartbeat, leg pain, chest pain, extreme tiredness, depression, severe arrythmias.",severe heart disease,"heart disease, unspecified",LLT
"skipping heart beats, fast and slow heartbeat, leg pain, chest pain, extreme tiredness, depression, severe arrythmias.",fast and slow heartbeat,bradycardia,PT
"skipping heart beats, fast and slow heartbeat, leg pain, chest pain, extreme tiredness, depression, severe arrythmias.",leg pain,pain of lower extremities,LLT
"skipping heart beats, fast and slow heartbeat, leg pain, chest pain, extreme tiredness, depression, severe arrythmias.",severe irregular heartbeat,heartbeats irregular,LLT
"skipping heart beats, fast and slow heartbeat, leg pain, chest pain, extreme tiredness, depression, severe arrythmias.",depression,depression,PT
"skipping heart beats, fast and slow heartbeat, leg pain, chest pain, extreme tiredness, depression, severe arrythmias.",skipping heart beats,dropped beats,LLT
gas.,gas,flatulence,PT
"both entire legs ached several hours a day, diziness, droped down to 20mg every other day with more exercise and dont really have a problem to say, collest.",legs ached,pain of lower extremities,LLT
"both entire legs ached several hours a day, diziness, droped down to 20mg every other day with more exercise and dont really have a problem to say, collest.",diziness,dizziness,PT
after 2 months being on lipitor i experienced extreme pain and loss of muscle in left leg.,extreme pain,pain,PT
after 2 months being on lipitor i experienced extreme pain and loss of muscle in left leg.,loss of muscle in left leg,muscle atrophy,PT
"back pain, lipitor seems to be involved.",neuropathy,neuropathy,LLT
"back pain, lipitor seems to be involved.",wicked back pain,backache,LLT
"back pain, lipitor seems to be involved.",back pain,backache,LLT
"back pain, lipitor seems to be involved.",hypersensitivity that wrapped around my abdomen,hyperaesthesia,PT
"i have been taking simvostatin for about 5 years,,since march 2010 i have been experiencing pain in my left leg and foot with exteem pain in my ankle and at times i have had dificultly in walking to the point were on some days i could not walk at all because the pain was so bad also had pain in my left arm as if i had strained it lifting but i havn't been lifting, this is not like me because i am normaly very fit and i love walking.",could not walk,walking difficulty,LLT
"i have been taking simvostatin for about 5 years,,since march 2010 i have been experiencing pain in my left leg and foot with exteem pain in my ankle and at times i have had dificultly in walking to the point were on some days i could not walk at all because the pain was so bad also had pain in my left arm as if i had strained it lifting but i havn't been lifting, this is not like me because i am normaly very fit and i love walking.",pain in my left leg and foot,foot pain,LLT
"i have been taking simvostatin for about 5 years,,since march 2010 i have been experiencing pain in my left leg and foot with exteem pain in my ankle and at times i have had dificultly in walking to the point were on some days i could not walk at all because the pain was so bad also had pain in my left arm as if i had strained it lifting but i havn't been lifting, this is not like me because i am normaly very fit and i love walking.",pain in my foot,foot pain,LLT
"i have been taking simvostatin for about 5 years,,since march 2010 i have been experiencing pain in my left leg and foot with exteem pain in my ankle and at times i have had dificultly in walking to the point were on some days i could not walk at all because the pain was so bad also had pain in my left arm as if i had strained it lifting but i havn't been lifting, this is not like me because i am normaly very fit and i love walking.",dificultly in walking,walking difficulty,LLT
"i have been taking simvostatin for about 5 years,,since march 2010 i have been experiencing pain in my left leg and foot with exteem pain in my ankle and at times i have had dificultly in walking to the point were on some days i could not walk at all because the pain was so bad also had pain in my left arm as if i had strained it lifting but i havn't been lifting, this is not like me because i am normaly very fit and i love walking.",pain in my left leg and foot,pain in leg,LLT
